A0,phi_baseline,Q_eff,d_AR,A_AR,phi_att,phi_rep,phi_max,d_phimax,d_50,A_50,d_70,A_70,slope_AR,slope_contact,d_contact,slope_50,slope_70,drive_nm
19.473306522854728,94.41104507446289,200.0,13.212949327006376,18.91656551709491,100.72142791748047,84.06175910101996,106.02964782714844,13.75610736431554,4.846080013545228,9.736653261427364,7.918568891106445,13.63131456599831,0.9679203539728828,-0.8478948166338731,0.7852610071661598,-0.994484414854115,-0.4601882853809207,19.49445422866347
18.822415626118527,94.37295532226562,200.0,13.195749798014663,18.50658900340349,102.81551837921143,78.97405319213867,104.45599365234375,13.67243385175243,4.61393498834772,9.411207813059264,7.6918860456210245,13.175690938282969,1.8243197736896046,-3.0236967811031037,0.8140567141260832,-0.6208835482032167,-0.26446675145179777,18.836499648955396
18.157727765810705,94.38198471069336,200.0,12.129647241553455,17.675436379365166,102.0652777931907,79.24951680501302,105.7457275390625,12.937562132719904,4.6908775955495035,9.078863882905353,7.4280362757137945,12.710409436067494,2.2283809267072403,-1.419392395009777,0.6779910261339254,-2.3448234116522464,-1.2442020089207542,18.159654580074402
17.53200074006145,94.38106918334961,200.0,11.65937234804782,16.97289125397742,103.90343704223633,80.38097381591797,106.8376693725586,12.239979696460068,4.567536112626533,8.766000370030724,7.2199164882496785,12.272400518043014,1.693562297053739,-2.0078862337309853,0.6111365399441565,-0.9098007469802617,-1.5937300701351802,17.548784292387154
16.863407559242205,94.42927169799805,200.0,11.312011416841518,16.430330174625322,104.74773712158203,77.11782004616477,106.91114044189453,11.774318409152329,4.257875070243016,8.431703779621103,6.85508500557957,11.804385291469544,2.5778676114121364,-1.0300790966983453,0.6202634350255861,-1.3384803366474798,-2.758915070531898,16.87625701407569
16.199717123299706,94.37889099121094,200.0,11.102375873908747,15.68331460281721,106.14834733442827,76.7623987197876,108.13265228271484,11.588781489990652,4.259473891208862,8.099858561649853,6.8642360800107705,11.339801986309794,2.724742818304373,-2.6292824666771235,0.8236208782761893,-1.6265309979723328,-1.3419004497994285,16.201344266164597
15.561814059594779,94.42195510864258,200.0,10.712676326053803,15.354441164525264,101.32507019042968,82.16735229492187,103.49986267089844,11.377323971828446,3.9482846791282387,7.7809070297973895,6.402303147918074,10.893269841716345,0.8003018465829096,-1.6526367187403088,0.49840371463818517,-1.1041142251916936,-3.017890222259606,15.56703637106693
14.9154821826869,94.45570755004883,200.0,9.861203747133256,14.62887408814335,102.18882751464844,77.12566757202148,104.23503112792969,10.32094587571919,3.852509761422157,7.45774109134345,5.967105873059712,10.440837527880829,1.7161944500689157,-1.454490641482326,0.6169947203086854,-2.9453944742008136,-1.1000012641507477,14.923265911903624
14.264752934423084,94.38447189331055,200.0,9.183776055380378,13.98274126009416,98.78644275665283,81.94572601318359,102.30645751953125,9.808900358621031,3.396094619315675,7.132376467211542,5.5737644452667565,9.985327054096159,0.8219503223013117,-2.0500756240335116,0.5718270077195646,-1.3365995762612164,-1.7841346153644955,14.261973291240793
13.617027505574697,94.42388916015625,200.0,7.921144614804786,12.556297061855568,111.93216705322266,71.68253803253174,114.81580352783203,8.350070856977254,3.2889303958670557,6.8085137527873485,5.292783103662281,9.531919253902288,5.283262310555766,-1.856639574918162,0.4838982886583535,-0.9574426951088694,-1.826793032773714,13.619964178701593
